ContactName,EmailAddress,POAddressLine1,POAddressLine2,POAddressLine3,POAddressLine4,POCity,PORegion,POPostalCode,POCountry,InvoiceNumber,Invoice Date,Due Date,Total,InventoryItemCode,Description,Quantity,UnitAmount,LineAmount,AccountCode,TaxType,TaxAmount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,Currency,Status,LineAmountType
C&I Commercial & Industrial Insulation,,,,,,,,,,00001114,25/08/2025,20/09/2025,1837.17,,.,1,1837.17,1837.17,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000838,20/03/2025,20/04/2025,1837.27,,.,1,1837.27,1837.27,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000781,28/02/2025,20/03/2025,1838.39,,.,1,1838.39,1838.39,410,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001328,30/11/2025,20/12/2025,1842.14,,.,1,1842.14,1842.14,410,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000014,26/05/2023,20/06/2023,1845.75,,.,1,1845.75,1845.75,210,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000312,31/03/2024,20/04/2024,1851.26,,.,1,1851.26,1851.26,410,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000067,17/07/2023,20/08/2023,1858.88,,.,1,1858.88,1858.88,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001117,13/08/2025,20/09/2025,1894.33,,.,1,1894.33,1894.33,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000329,30/04/2024,20/05/2024,1896.39,,.,1,1896.39,1896.39,410,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001091,31/07/2025,20/08/2025,1912.67,,.,1,1912.67,1912.67,410,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001302,05/11/2025,20/12/2025,1925.99,,.,1,1925.99,1925.99,246,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001308,20/11/2025,20/12/2025,1936.92,,.,1,1936.92,1936.92,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000426,31/07/2024,20/08/2024,1949.86,,.,1,1949.86,1949.86,410,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00000176,19/10/2023,20/11/2023,1956.29,,.,1,1956.29,1956.29,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00000493,31/08/2024,20/09/2024,1961.84,,.,1,1961.84,1961.84,410,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000557,11/10/2024,20/11/2024,1974.96,,.,1,1974.96,1974.96,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001230,10/09/2025,20/10/2025,1992.39,,.,1,1992.39,1992.39,246,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001148,21/08/2025,20/09/2025,2001.0,,.,1,2001.0,2001.0,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000009,16/05/2023,30/06/2023,2004.58,,.,1,2004.58,2004.58,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001217,24/09/2025,20/10/2025,2014.51,,.,1,2014.51,2014.51,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001355,24/12/2025,20/01/2026,2016.69,,.,1,2016.69,2016.69,246,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000836,06/03/2025,20/04/2025,2022.12,,.,1,2022.12,2022.12,211,BAS Excluded,0.0,,,,,,Draft,
Safety n Action,,,,,,,,,,00000596,02/10/2024,20/11/2024,2033.2,,.,1,2033.2,2033.2,458,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000486,26/08/2024,20/09/2024,2033.23,,.,1,2033.23,2033.23,211,BAS Excluded,0.0,,,,,,Draft,
Anzor,,,,,,,,,,00000177,18/10/2023,30/11/2023,2035.42,,.,1,2035.42,2035.42,210,BAS Excluded,0.0,,,,,,Draft,
Pickett Automotive,,,,,,,,,,00001268,01/10/2025,20/11/2025,2042.68,,.,1,2042.68,2042.68,410,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001144,27/08/2025,20/09/2025,2047.74,,.,1,2047.74,2047.74,246,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001142,11/08/2025,20/09/2025,2048.96,,.,1,2048.96,2048.96,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001240,31/10/2025,20/11/2025,2090.08,,.,1,2090.08,2090.08,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000813,10/03/2025,20/04/2025,2096.14,,.,1,2096.14,2096.14,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000787,11/02/2025,20/03/2025,2096.56,,.,1,2096.56,2096.56,211,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001299,31/10/2025,30/11/2025,2101.05,,.,1,2101.05,2101.05,246,BAS Excluded,0.0,,,,,,Draft,
3MI Engineering Ltd,,,,,,,,,,00000889,09/04/2024,20/05/2024,2103.65,,.,1,2103.65,2103.65,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001215,17/09/2025,20/10/2025,2116.72,,.,1,2116.72,2116.72,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000280,08/02/2024,20/03/2024,2117.15,,.,1,2117.15,2117.15,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001229,28/09/2025,20/10/2025,2125.21,,.,1,2125.21,2125.21,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000499,20/08/2024,20/09/2024,2127.19,,.,1,2127.19,2127.19,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001432,13/01/2026,20/02/2026,2146.62,,.,1,2146.62,2146.62,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000742,23/01/2025,20/02/2025,2149.35,,.,1,2149.35,2149.35,211,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001180,10/09/2025,20/10/2025,2149.35,,.,1,2149.35,2149.35,246,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000042,22/06/2023,20/07/2023,2150.5,,.,1,2150.5,2150.5,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000163,04/10/2023,30/11/2023,2150.5,,.,1,2150.5,2150.5,211,BAS Excluded,0.0,,,,,,Draft,
Cardlink,,,,,,,,,,00001489,28/02/2026,20/03/2026,2176.9,,.,1,2176.9,2176.9,410,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00000501,31/07/2024,20/08/2024,2181.55,,.,1,2181.55,2181.55,211,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001216,19/09/2025,09/10/2025,2209.73,,.,1,2209.73,2209.73,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001353,03/12/2025,20/01/2026,2213.76,,.,1,2213.76,2213.76,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000409,21/06/2024,20/07/2024,2223.87,,.,1,2223.87,2223.87,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000996,23/06/2025,20/07/2025,2242.5,,.,1,2242.5,2242.5,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000860,01/04/2025,20/05/2025,2268.92,,.,1,2268.92,2268.92,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000975,07/05/2025,20/06/2025,2285.15,,.,1,2285.15,2285.15,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000778,14/02/2025,20/03/2025,2294.02,,.,1,2294.02,2294.02,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00001123,04/08/2025,20/09/2025,2334.27,,.,1,2334.27,2334.27,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000010,12/05/2023,30/06/2023,2334.5,,.,1,2334.5,2334.5,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001426,28/01/2026,20/02/2026,2350.89,,.,1,2350.89,2350.89,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001249,05/10/2025,20/11/2025,2357.65,,.,1,2357.65,2357.65,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001287,26/11/2025,20/12/2025,2359.82,,.,1,2359.82,2359.82,246,BAS Excluded,0.0,,,,,,Draft,
Installation and Piping Services Ltd,,,,,,,,,,00000737,31/01/2025,20/02/2025,2363.25,,.,1,2363.25,2363.25,210,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001035,19/06/2025,20/07/2025,2373.13,,.,1,2373.13,2373.13,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000039,20/06/2023,20/07/2023,2409.48,,.,1,2409.48,2409.48,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001354,10/12/2025,20/01/2026,2412.99,,.,1,2412.99,2412.99,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000034,03/05/2023,20/06/2023,2415.0,,.,1,2415.0,2415.0,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001300,12/11/2025,20/12/2025,2439.44,,.,1,2439.44,2439.44,246,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001214,01/09/2025,20/10/2025,2463.3,,.,1,2463.3,2463.3,246,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000129,18/09/2023,20/10/2023,2466.75,,.,1,2466.75,2466.75,211,BAS Excluded,0.0,,,,,,Draft,
Hilti (New Zealand) Ltd,,,,,,,,,,00000333,26/04/2024,20/05/2024,2466.75,,.,1,2466.75,2466.75,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000959,08/05/2025,20/06/2025,2507.35,,.,1,2507.35,2507.35,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000685,18/12/2024,20/01/2025,2515.91,,.,1,2515.91,2515.91,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000189,29/11/2023,30/12/2023,2522.71,,.,1,2522.71,2522.71,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000519,24/09/2024,20/10/2024,2527.7,,.,1,2527.7,2527.7,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001252,29/10/2025,20/11/2025,2534.76,,.,1,2534.76,2534.76,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001030,18/06/2025,20/07/2025,2547.83,,.,1,2547.83,2547.83,246,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001149,28/08/2025,20/09/2025,2564.5,,.,1,2564.5,2564.5,246,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001303,14/11/2025,20/12/2025,2584.05,,.,1,2584.05,2584.05,246,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001378,29/01/2026,20/02/2026,2608.2,,.,1,2608.2,2608.2,246,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000001,01/05/2023,20/06/2023,2616.25,,.,1,2616.25,2616.25,287,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001175,03/09/2025,23/09/2025,2623.31,,.,1,2623.31,2623.31,211,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001307,20/11/2025,20/12/2025,2656.5,,.,1,2656.5,2656.5,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001375,17/11/2025,20/12/2025,2665.14,,.,1,2665.14,2665.14,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001362,17/12/2025,20/01/2026,2676.2,,.,1,2676.2,2676.2,246,BAS Excluded,0.0,,,,,,Draft,
Whatatutu Investments Ltd,,,,,,,,,,00001422,02/02/2026,20/03/2026,2677.32,,.,1,2677.32,2677.32,439,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001402,21/01/2026,20/02/2026,2682.96,,.,1,2682.96,2682.96,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000293,28/02/2024,20/03/2024,2711.64,,.,1,2711.64,2711.64,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00001025,04/06/2025,20/07/2025,2735.09,,.,1,2735.09,2735.09,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000171,17/10/2023,30/11/2023,2737.0,,.,1,2737.0,2737.0,211,BAS Excluded,0.0,,,,,,Draft,
Harkness Henry,,,,,,,,,,00000004,01/05/2023,20/06/2023,2737.5,,.,1,2737.5,2737.5,376,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000369,31/05/2024,20/06/2024,2737.58,,.,1,2737.58,2737.58,287,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000997,04/06/2025,20/07/2025,2740.68,,.,1,2740.68,2740.68,211,BAS Excluded,0.0,,,,,,Draft,
Enterprise Recruitment,,,,,,,,,,00001306,28/11/2025,20/12/2025,2799.1,,.,1,2799.1,2799.1,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001401,14/01/2026,20/02/2026,2806.87,,.,1,2806.87,2806.87,246,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000007,04/05/2023,30/06/2023,2811.23,,.,1,2811.23,2811.23,210,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001158,06/08/2025,20/09/2025,2825.55,,.,1,2825.55,2825.55,246,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000837,10/03/2025,20/04/2025,2826.06,,.,1,2826.06,2826.06,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000098,24/08/2023,20/09/2023,2830.36,,.,1,2830.36,2830.36,211,BAS Excluded,0.0,,,,,,Draft,
James Walker New Zealand Ltd,,,,,,,,,,00000504,14/08/2024,20/09/2024,2865.98,,.,1,2865.98,2865.98,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000459,11/07/2024,20/08/2024,2871.55,,.,1,2871.55,2871.55,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000460,22/07/2024,20/08/2024,2871.55,,.,1,2871.55,2871.55,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000515,03/09/2024,20/10/2024,2871.55,,.,1,2871.55,2871.55,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000520,26/09/2024,20/10/2024,2907.66,,.,1,2907.66,2907.66,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00000759,26/02/2025,20/03/2025,2911.1,,.,1,2911.1,2911.1,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000634,04/11/2024,20/12/2024,2912.64,,.,1,2912.64,2912.64,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000672,12/12/2024,20/01/2025,2919.28,,.,1,2919.28,2919.28,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000747,20/01/2025,20/02/2025,2919.28,,.,1,2919.28,2919.28,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000833,03/03/2025,20/04/2025,2919.28,,.,1,2919.28,2919.28,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000832,25/03/2025,20/04/2025,2919.28,,.,1,2919.28,2919.28,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001078,23/07/2025,20/08/2025,2925.93,,.,1,2925.93,2925.93,211,BAS Excluded,0.0,,,,,,Draft,
Success Group,,,,,,,,,,00001134,19/08/2025,20/09/2025,2985.0,,.,1,2985.0,2985.0,317,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000998,06/06/2025,20/07/2025,3004.44,,.,1,3004.44,3004.44,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000908,29/04/2025,20/05/2025,3040.03,,.,1,3040.03,3040.03,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000711,29/01/2025,20/02/2025,3054.89,,.,1,3054.89,3054.89,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001145,20/08/2025,20/09/2025,3054.98,,.,1,3054.98,3054.98,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001057,23/07/2025,20/08/2025,3103.28,,.,1,3103.28,3103.28,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000148,04/09/2023,30/10/2023,3103.6,,.,1,3103.6,3103.6,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001052,09/07/2025,20/08/2025,3163.65,,.,1,3163.65,3163.65,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001173,03/09/2025,20/10/2025,3163.65,,.,1,3163.65,3163.65,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001248,21/10/2025,20/11/2025,3186.08,,.,1,3186.08,3186.08,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001327,27/11/2025,20/12/2025,3186.08,,.,1,3186.08,3186.08,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00001347,12/12/2025,20/01/2026,3186.08,,.,1,3186.08,3186.08,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001361,12/12/2025,20/01/2026,3193.04,,.,1,3193.04,3193.04,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000964,15/05/2025,20/06/2025,3215.4,,.,1,3215.4,3215.4,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001031,11/06/2025,20/07/2025,3218.28,,.,1,3218.28,3218.28,246,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000109,17/08/2023,20/09/2023,3225.75,,.,1,3225.75,3225.75,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00000771,21/02/2025,20/03/2025,3227.82,,.,1,3227.82,3227.82,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001075,17/07/2025,20/08/2025,3229.09,,.,1,3229.09,3229.09,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000038,20/06/2023,20/07/2023,3261.69,,.,1,3261.69,3261.69,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001058,30/07/2025,20/08/2025,3284.4,,.,1,3284.4,3284.4,246,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001056,02/07/2025,20/08/2025,3341.9,,.,1,3341.9,3341.9,246,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00000508,28/08/2024,20/09/2024,3376.42,,.,1,3376.42,3376.42,376,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001159,13/08/2025,20/09/2025,3381.0,,.,1,3381.0,3381.0,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000544,11/09/2024,20/10/2024,3388.02,,.,1,3388.02,3388.02,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001001,17/06/2025,20/07/2025,3394.18,,.,1,3394.18,3394.18,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001080,03/07/2025,20/08/2025,3428.15,,.,1,3428.15,3428.15,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001234,13/10/2025,20/11/2025,3430.79,,.,1,3430.79,3430.79,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001089,09/07/2025,20/08/2025,3435.63,,.,1,3435.63,3435.63,211,BAS Excluded,0.0,,,,,,Draft,
Barraclough & Associates,,,,,,,,,,00000980,30/05/2025,20/06/2025,3444.25,,.,1,3444.25,3444.25,287,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000392,02/05/2024,20/06/2024,3491.56,,.,1,3491.56,3491.56,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000827,28/03/2025,20/04/2025,3502.99,,.,1,3502.99,3502.99,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000066,17/07/2023,20/08/2023,3592.81,,.,1,3592.81,3592.81,211,BAS Excluded,0.0,,,,,,Draft,
Ultralon Foam Group,,,,,,,,,,00001239,31/10/2025,20/11/2025,3632.12,,.,1,3632.12,3632.12,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000960,29/05/2025,20/06/2025,3646.8,,.,1,3646.8,3646.8,211,BAS Excluded,0.0,,,,,,Draft,
Comfortech,,,,,,,,,,00000701,21/01/2025,20/02/2025,3654.6,,.,1,3654.6,3654.6,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000441,30/07/2024,20/08/2024,3669.33,,.,1,3669.33,3669.33,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000816,25/03/2025,20/04/2025,3674.25,,.,1,3674.25,3674.25,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001090,16/07/2025,20/08/2025,3719.68,,.,1,3719.68,3719.68,246,BAS Excluded,0.0,,,,,,Draft,
3MI Engineering Ltd,,,,,,,,,,00000887,03/05/2024,20/06/2024,3747.28,,.,1,3747.28,3747.28,246,BAS Excluded,0.0,,,,,,Draft,
Cash sales,,,,,,,,,,00000883,25/09/2024,20/10/2024,3880.1,,.,1,3880.1,3880.1,246,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000912,28/04/2025,20/05/2025,3970.38,,.,1,3970.38,3970.38,211,BAS Excluded,0.0,,,,,,Draft,
Inex Metals Ltd,,,,,,,,,,00000411,12/06/2024,20/07/2024,4020.17,,.,1,4020.17,4020.17,211,BAS Excluded,0.0,,,,,,Draft,
Accumen Shapes Limited,,,,,,,,,,00000772,21/02/2025,20/03/2025,4052.59,,.,1,4052.59,4052.59,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000159,16/10/2023,30/11/2023,4140.0,,.,1,4140.0,4140.0,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00000534,27/09/2024,20/10/2024,4199.22,,.,1,4199.22,4199.22,376,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001029,04/06/2025,20/07/2025,4218.52,,.,1,4218.52,4218.52,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000285,07/02/2024,20/03/2024,4249.71,,.,1,4249.71,4249.71,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000253,12/01/2024,20/02/2024,4278.92,,.,1,4278.92,4278.92,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001099,15/07/2025,20/08/2025,4296.95,,.,1,4296.95,4296.95,211,BAS Excluded,0.0,,,,,,Draft,
Onestaff,,,,,,,,,,00001033,01/06/2025,20/07/2025,4310.78,,.,1,4310.78,4310.78,246,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00001079,29/07/2025,20/08/2025,4319.22,,.,1,4319.22,4319.22,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000523,13/09/2024,20/10/2024,4351.6,,.,1,4351.6,4351.6,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000700,13/01/2025,20/02/2025,4351.6,,.,1,4351.6,4351.6,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000732,13/01/2025,20/02/2025,4351.6,,.,1,4351.6,4351.6,211,BAS Excluded,0.0,,,,,,Draft,
Braun Bond and Lomas,,,,,,,,,,00000784,28/02/2025,20/03/2025,4401.04,,.,1,4401.04,4401.04,376,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000854,04/04/2025,20/05/2025,4433.6,,.,1,4433.6,4433.6,211,BAS Excluded,0.0,,,,,,Draft,
C&I Commercial & Industrial Insulation,,,,,,,,,,00000725,14/01/2025,20/02/2025,4464.7,,.,1,4464.7,4464.7,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000852,03/04/2025,20/05/2025,4485.0,,.,1,4485.0,4485.0,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000911,28/04/2025,20/05/2025,4485.0,,.,1,4485.0,4485.0,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00000946,14/05/2025,20/06/2025,4485.0,,.,1,4485.0,4485.0,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00001037,11/06/2025,30/07/2025,4485.0,,.,1,4485.0,4485.0,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00001060,01/07/2025,20/08/2025,4485.0,,.,1,4485.0,4485.0,211,BAS Excluded,0.0,,,,,,Draft,
Vulcan Stainless,,,,,,,,,,00001061,14/07/2025,20/08/2025,4485.0,,.,1,4485.0,4485.0,211,BAS Excluded,0.0,,,,,,Draft,
